GEOID,Neighborhoods_Code
"36061031704",Battery Park City-Lower Manhattan
"36005038301",Fordham South
"36005018102",East Concourse-Concourse Village
"36005020502",University Heights-Morris Heights
"36005022101",West Concourse
"36005024501",University Heights-Morris Heights
"36005027401",Pelham Bay-Country Club-City Island
"36005029302",Spuyten Duyvil-Kingsbridge
"36005005002",Soundview-Bruckner
"36005040501",Bedford Park-Fordham North
"36005032600",Allerton-Pelham Gardens
"36005018500",Morrisania-Melrose
"36005012901",Longwood
"36005015200",Schuylerville-Throgs Neck-Edgewater Park
"36005014702",Claremont-Bathgate
"36005017701",East Concourse-Concourse Village
"36005017702",East Concourse-Concourse Village
"36005017902",East Concourse-Concourse Village
"36005018101",East Concourse-Concourse Village
"36005018302",East Concourse-Concourse Village
"36005026701",Van Cortlandt Village
"36005020501",University Heights-Morris Heights
"36005021001",Parkchester
"36005021002",Parkchester
"36005022403",Pelham Parkway
"36005024502",University Heights-Morris Heights
"36005027402",Pelham Bay-Country Club-City Island
"36005020000",Van Nest-Morris Park-Westchester Square
"36005029301",Spuyten Duyvil-Kingsbridge
"36005030900",North Riverdale-Fieldston-Riverdale
"36005033202",Bronxdale
"36005038302",Fordham South
"36005040502",Bedford Park-Fordham North
"36005033500",North Riverdale-Fieldston-Riverdale
"36005033700",North Riverdale-Fieldston-Riverdale
"36005005100",Mott Haven-Port Morris
"36005034800",Allerton-Pelham Gardens
"36005036000",Allerton-Pelham Gardens
"36005039500",Claremont-Bathgate
"36005043400",Woodlawn-Wakefield
"36005044400",Woodlawn-Wakefield
"36005001900",Mott Haven-Port Morris
"36005004200",Soundview-Castle Hill-Clason Point-Harding Park
"36005009300",Hunts Point
"36005037504",East Tremont
"36005009600",Westchester-Unionport
"36005011700",Hunts Point
"36005020900",West Concourse
"36005022200",Parkchester
"36005023800",Van Nest-Morris Park-Westchester Square
"36005045600",Eastchester-Edenwald-Baychester
"36005005300",University Heights-Morris Heights
"36085014604",Great Kills
"36085024800",Charleston-Richmond Valley-Tottenville
"36085025100",Port Richmond
"36085027301",New Springville-Bloomfield-Travis
"36085027702",Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
"36085027900",Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
"36085029102",New Springville-Bloomfield-Travis
"36085029103",New Springville-Bloomfield-Travis
"36085030301",Mariner's Harbor-Arlington-Port Ivory-Graniteville
"36085031901",Mariner's Harbor-Arlington-Port Ivory-Graniteville
"36061004000",East Village
"36085032300",Mariner's Harbor-Arlington-Port Ivory-Graniteville
"36085001800",Grasmere-Arrochar-Ft. Wadsworth
"36085014100",West New Brighton-New Brighton-St. George
"36085024402",Charleston-Richmond Valley-Tottenville
"36085027705",Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
"36085012806",Oakwood-Oakwood Beach
"36061001501",Battery Park City-Lower Manhattan
"36061001600",Chinatown
"36061001800",Chinatown
"36061002000",Lower East Side
"36061002601",Lower East Side
"36061002201",Lower East Side
"36061002202",Lower East Side
"36061002400",Lower East Side
"36061002602",Lower East Side
"36061003001",Chinatown
"36061002700",Chinatown
"36061002800",Lower East Side
"36061002900",Chinatown
"36061003800",East Village
"36061003100",SoHo-TriBeCa-Civic Center-Little Italy
"36061003300",SoHo-TriBeCa-Civic Center-Little Italy
"36061003601",Chinatown
"36061003900",SoHo-TriBeCa-Civic Center-Little Italy
"36061004200",East Village
"36061004300",SoHo-TriBeCa-Civic Center-Little Italy
"36061006100",West Village
"36061008602",Turtle Bay-East Midtown
"36061004500",SoHo-TriBeCa-Civic Center-Little Italy
"36061004700",SoHo-TriBeCa-Civic Center-Little Italy
"36061004900",SoHo-TriBeCa-Civic Center-Little Italy
"36061005400",Hudson Yards-Chelsea-Flat Iron-Union Square
"36061005501",West Village
"36061005600",Hudson Yards-Chelsea-Flat Iron-Union Square
"36061005700",West Village
"36061005800",Hudson Yards-Chelsea-Flat Iron-Union Square
"36061006000",Stuyvesant Town-Cooper Village
"36061006200",Murray Hill-Kips Bay
"36061006400",Gramercy
"36061006500",West Village
"36061007000",Murray Hill-Kips Bay
"36061006700",West Village
"36061006800",Gramercy
"36061006900",West Village
"36061007100",West Village
"36061007300",West Village
"36061008700",Hudson Yards-Chelsea-Flat Iron-Union Square
"36047043700",Bushwick North
"36061007500",West Village
"36061007600",Midtown-Midtown South
"36061007800",Murray Hill-Kips Bay
"36061007900",West Village
"36061008100",Hudson Yards-Chelsea-Flat Iron-Union Square
"36061008400",Midtown-Midtown South
"36061008800",Turtle Bay-East Midtown
"36061009600",Midtown-Midtown South
"36061009000",Turtle Bay-East Midtown
"36061009200",Turtle Bay-East Midtown
"36061009300",Hudson Yards-Chelsea-Flat Iron-Union Square
"36061009400",Midtown-Midtown South
"36061009800",Turtle Bay-East Midtown
"36061010300",Hudson Yards-Chelsea-Flat Iron-Union Square
"36061009900",Hudson Yards-Chelsea-Flat Iron-Union Square
"36061010000",Turtle Bay-East Midtown
"36061010200",Midtown-Midtown South
"36061010400",Midtown-Midtown South
"36061011900",Midtown-Midtown South
"36061011401",Upper East Side-Carnegie Hill
"36061011402",Upper East Side-Carnegie Hill
"36061011500",Clinton
"36061011700",Hudson Yards-Chelsea-Flat Iron-Union Square
"36061012000",Upper East Side-Carnegie Hill
"36061012100",Clinton
"36061012400",Lenox Hill-Roosevelt Island
"36061013300",Clinton
"36061012700",Clinton
"36061012800",Upper East Side-Carnegie Hill
"36061012900",Clinton
"36061013000",Upper East Side-Carnegie Hill
"36061013200",Lenox Hill-Roosevelt Island
"36061013400",Lenox Hill-Roosevelt Island
"36061013500",Clinton
"36061013700",Midtown-Midtown South
"36061014401",Yorkville
"36061014000",Upper East Side-Carnegie Hill
"36061014300",park-cemetery-etc-Manhattan
"36061014500",Lincoln Square
"36061014601",Yorkville
"36061014801",Upper East Side-Carnegie Hill
"36061015400",Yorkville
"36061014802",Upper East Side-Carnegie Hill
"36061014900",Lincoln Square
"36061015100",Lincoln Square
"36061015500",Lincoln Square
"36061015700",Lincoln Square
"36061015801",Upper East Side-Carnegie Hill
"36061015900",Lincoln Square
"36061016001",Upper East Side-Carnegie Hill
"36061016100",Upper West Side
"36061016800",East Harlem South
"36061016200",East Harlem South
"36061016600",East Harlem South
"36061016700",Upper West Side
"36061017000",East Harlem South
"36061017100",Upper West Side
"36061017300",Upper West Side
"36061017402",East Harlem South
"36061018100",Upper West Side
"36061017500",Upper West Side
"36061017700",Upper West Side
"36061017800",East Harlem North
"36061018200",East Harlem North
"36061019200",East Harlem North
"36061018300",Upper West Side
"36061018400",East Harlem North
"36061018500",Upper West Side
"36061018600",Central Harlem South
"36061018800",East Harlem North
"36061019300",Morningside Heights
"36061019400",East Harlem North
"36061019500",Morningside Heights
"36061019600",East Harlem North
"36061019701",Morningside Heights
"36061019702",Central Harlem South
"36061020901",Morningside Heights
"36061020000",Central Harlem South
"36061020102",Central Harlem South
"36061020300",Morningside Heights
"36061022700",Hamilton Heights
"36061020600",Central Harlem North-Polo Grounds
"36061021000",East Harlem North
"36061021100",Morningside Heights
"36061021200",Central Harlem North-Polo Grounds
"36061021400",Central Harlem North-Polo Grounds
"36061021703",Manhattanville
"36061021800",Central Harlem South
"36061022400",Central Harlem North-Polo Grounds
"36061021900",Manhattanville
"36061022102",Central Harlem North-Polo Grounds
"36061022302",Manhattanville
"36061022600",Central Harlem North-Polo Grounds
"36061022800",Central Harlem North-Polo Grounds
"36061022900",Hamilton Heights
"36061023000",Central Harlem North-Polo Grounds
"36047152200",Flatbush
"36005007100",Melrose South-Mott Haven North
"36005006100",East Concourse-Concourse Village
"36005006400",West Farms-Bronx River
"36005006700",Melrose South-Mott Haven North
"36005006800",Soundview-Bruckner
"36005007000",Soundview-Bruckner
"36005007300",Melrose South-Mott Haven North
"36005007500",Melrose South-Mott Haven North
"36005007700",Melrose South-Mott Haven North
"36005007800",Westchester-Unionport
"36005007900",Melrose South-Mott Haven North
"36005008400",Soundview-Castle Hill-Clason Point-Harding Park
"36005019900",Highbridge
"36005019700",West Concourse
"36047114400",East New York (Pennsylvania Ave)
"36005020100",Highbridge
"36005021302",Highbridge
"36047015200",Dyker Heights
"36005021200",Parkchester
"36005021301",University Heights-Morris Heights
"36005021800",West Farms-Bronx River
"36005021501",University Heights-Morris Heights
"36005021502",University Heights-Morris Heights
"36005021602",Parkchester
"36005021900",Highbridge
"36005022000",East Tremont
"36005022500",East Concourse-Concourse Village
"36047056100",Greenpoint
"36005022300",West Concourse
"36005022401",Pelham Parkway
"36005022702",Mount Hope
"36047092400",Brownsville
"36005000200",Soundview-Castle Hill-Clason Point-Harding Park
"36005036901",East Tremont
"36047000501",Brooklyn Heights-Cobble Hill
"36005036400",Eastchester-Edenwald-Baychester
"36005007200",Soundview-Bruckner
"36005012101",Morrisania-Melrose
"36047035601",West Brighton
"36005005400",West Farms-Bronx River
"36047050801",Flatbush
"36005002701",Mott Haven-Port Morris
"36005006200",West Farms-Bronx River
"36005028700",Spuyten Duyvil-Kingsbridge
"36047051001",Flatbush
"36047079601",Prospect Lefferts Gardens-Wingate
"36005023100",Mount Hope
"36005024100",Mount Hope
"36047051602",Flatbush
"36047079602",Prospect Lefferts Gardens-Wingate
"36005038200",Williamsbridge-Olinville
"36005039600",Williamsbridge-Olinville
"36005015100",Morrisania-Melrose
"36005041500",Bedford Park-Fordham North
"36005042901",Norwood
"36005044901",Woodlawn-Wakefield
"36005000100",Rikers Island
"36005000400",Soundview-Castle Hill-Clason Point-Harding Park
"36005001600",Soundview-Castle Hill-Clason Point-Harding Park
"36005008500",Longwood
"36005013000",Schuylerville-Throgs Neck-Edgewater Park
"36005013200",Schuylerville-Throgs Neck-Edgewater Park
"36005013500",Morrisania-Melrose
"36005013800",Schuylerville-Throgs Neck-Edgewater Park
"36005014300",East Concourse-Concourse Village
"36005014400",Schuylerville-Throgs Neck-Edgewater Park
"36005014900",Morrisania-Melrose
"36005015500",Crotona Park East
"36005016000",Schuylerville-Throgs Neck-Edgewater Park
"36005016100",Crotona Park East
"36005016200",Schuylerville-Throgs Neck-Edgewater Park
"36005016300",park-cemetery-etc-Bronx
"36005016500",Claremont-Bathgate
"36047004400",Bay Ridge
"36005008900",Hunts Point
"36047093200",East Flatbush-Farragut
"36005009200",Westchester-Unionport
"36047110400",East New York
"36005009800",Westchester-Unionport
"36047011900",Park Slope-Gowanus
"36047016600",Dyker Heights
"36005008600",Soundview-Castle Hill-Clason Point-Harding Park
"36005008700",Longwood
"36005011000",Schuylerville-Throgs Neck-Edgewater Park
"36005011502",Hunts Point
"36047111600",East New York
"36047030500",Crown Heights North
"36005002800",Soundview-Castle Hill-Clason Point-Harding Park
"36005002000",Soundview-Castle Hill-Clason Point-Harding Park
"36005002300",Mott Haven-Port Morris
"36005002400",park-cemetery-etc-Bronx
"36005002500",Mott Haven-Port Morris
"36005002702",Mott Haven-Port Morris
"36005003500",Mott Haven-Port Morris
"36005003700",Mott Haven-Port Morris
"36005003900",Mott Haven-Port Morris
"36005004300",Mott Haven-Port Morris
"36005004400",Soundview-Bruckner
"36005004800",Soundview-Bruckner
"36047076800",Midwood
"36005016700",Claremont-Bathgate
"36005016900",Claremont-Bathgate
"36005017300",East Concourse-Concourse Village
"36005016600",Schuylerville-Throgs Neck-Edgewater Park
"36005017500",East Concourse-Concourse Village
"36005018400",Schuylerville-Throgs Neck-Edgewater Park
"36005018900",Highbridge
"36005019300",Highbridge
"36005019400",Schuylerville-Throgs Neck-Edgewater Park
"36085022800",New Springville-Bloomfield-Travis
"36085024401",Charleston-Richmond Valley-Tottenville
"36005011800",Schuylerville-Throgs Neck-Edgewater Park
"36005012102",Hunts Point
"36005012300",Crotona Park East
"36005012500",Morrisania-Melrose
"36005012701",Hunts Point
"36047119800",East New York
"36047094600",Rugby-Remsen Village
"36005042902",Norwood
"36005040900",Van Cortlandt Village
"36005041100",Bedford Park-Fordham North
"36005041300",Bedford Park-Fordham North
"36005041400",Woodlawn-Wakefield
"36005041800",Woodlawn-Wakefield
"36005040800",Williamsbridge-Olinville
"36005041900",Norwood
"36005042100",Norwood
"36005042200",Williamsbridge-Olinville
"36005042300",Norwood
"36005042400",Williamsbridge-Olinville
"36005042500",Norwood
"36005042600",Woodlawn-Wakefield
"36005043000",Woodlawn-Wakefield
"36005035100",North Riverdale-Fieldston-Riverdale
"36005035600",Eastchester-Edenwald-Baychester
"36005035800",Eastchester-Edenwald-Baychester
"36005035900",East Tremont
"36005036100",East Tremont
"36005036300",East Tremont
"36005036502",East Tremont
"36005044800",Woodlawn-Wakefield
"36005036700",East Tremont
"36005036902",East Tremont
"36005043500",park-cemetery-etc-Bronx
"36005043600",Woodlawn-Wakefield
"36005044200",Woodlawn-Wakefield
"36005045102",Woodlawn-Wakefield
"36005045800",Eastchester-Edenwald-Baychester
"36005046201",Co-op City
"36005046202",Co-op City
"36005004100",Mott Haven-Port Morris
"36005048400",Eastchester-Edenwald-Baychester
"36005037200",Williamsbridge-Olinville
"36005037000",Williamsbridge-Olinville
"36005037300",East Tremont
"36005037400",Williamsbridge-Olinville
"36005050400",park-cemetery-etc-Bronx
"36005051600",Pelham Bay-Country Club-City Island
"36005011900",Hunts Point
"36005024400",Van Nest-Morris Park-Westchester Square
"36005031200",Allerton-Pelham Gardens
"36005031400",Allerton-Pelham Gardens
"36005032800",Bronxdale
"36047006000",Bay Ridge
"36005039800",Williamsbridge-Olinville
"36047088400",Rugby-Remsen Village
"36047088600",Rugby-Remsen Village
"36047089000",Rugby-Remsen Village
"36047089200",Brownsville
"36047089400",Brownsville
"36047089600",Brownsville
"36047004500",Carroll Gardens-Columbia Street-Red Hook
"36047004700",Carroll Gardens-Columbia Street-Red Hook
"36047004900",Carroll Gardens-Columbia Street-Red Hook
"36047005000",Bay Ridge
"36047005201",Bay Ridge
"36047005400",Bay Ridge
"36047005602",Bay Ridge
"36047005900",Carroll Gardens-Columbia Street-Red Hook
"36047006300",Carroll Gardens-Columbia Street-Red Hook
"36047006400",Bay Ridge
"36047006500",Carroll Gardens-Columbia Street-Red Hook
"36047006600",Bay Ridge
"36047006700",Carroll Gardens-Columbia Street-Red Hook
"36047006800",Bay Ridge
"36047007200",Sunset Park West
"36047006900",DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"36047007000",Bay Ridge
"36047007100",DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"36047007500",Carroll Gardens-Columbia Street-Red Hook
"36047008400",Sunset Park West
"36047008800",Sunset Park East
"36081038302",park-cemetery-etc-Queens
"36047008500",Carroll Gardens-Columbia Street-Red Hook
"36047008600",Sunset Park East
"36047009600",Sunset Park East
"36047009800",Sunset Park East
"36047010000",Sunset Park East
"36047010100",Sunset Park West
"36047010600",Sunset Park East
"36047011000",Sunset Park East
"36047011200",Sunset Park East
"36047011400",Borough Park
"36047011600",Borough Park
"36047011700",Park Slope-Gowanus
"36047012901",Park Slope-Gowanus
"36047012000",Sunset Park East
"36047012100",Park Slope-Gowanus
"36047012700",DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"36047012902",Park Slope-Gowanus
"36047013100",Park Slope-Gowanus
"36047013200",Dyker Heights
"36047013400",Bay Ridge
"36047013600",Bay Ridge
"36047013700",Park Slope-Gowanus
"36047013800",Bay Ridge
"36061016400",East Harlem South
"36081044400",Jamaica
"36081058200",Queens Village
"36081108500",Bayside-Bayside Hills
"36081109300",Bayside-Bayside Hills
"36081141700",Auburndale
"36081006202",Lindenwood-Howard Beach
"36061016900",Upper West Side
